OrderDate,Year,Month,Region,Category,SubCategory,Segment,Quantity,Discount,Sales,Profit,Margin
2022-05-15,2022,5,North America,Office Supplies,Art,Consumer,3,0.1,273.02,33.09,0.12119991209435209
2024-02-07,2024,2,Europe,Office Supplies,Art,Consumer,6,0.15,213.16,25.82,0.1211296678551323
2022-09-21,2022,9,Asia Pacific,Technology,Laptops,Consumer,2,0.4,861.2,-139.3,-0.16175104505341384
2023-02-23,2023,2,Middle East & Africa,Technology,Phones,Consumer,1,0.1,433.28,80.59,0.18599981536189072
2024-10-18,2024,10,Asia Pacific,Furniture,Bookcases,Home Office,5,0.1,1709.7,12.35,0.007223489501082061
2023-08-07,2023,8,Latin America,Office Supplies,Art,Consumer,4,0.2,257.67,-15.94,-0.06186207164202274
2023-03-19,2023,3,Latin America,Furniture,Tables,Corporate,3,0.2,1008.34,-48.63,-0.04822778031219628
2024-10-13,2024,10,North America,Furniture,Tables,Corporate,6,0.15,4028.65,-282.68,-0.07016742581261713
2022-06-06,2022,6,Europe,Office Supplies,Art,Corporate,1,0.4,56.81,-14.89,-0.2621017426509417
2023-04-15,2023,4,Middle East & Africa,Office Supplies,Art,Consumer,1,0.15,67.36,1.5,0.022268408551068885
2021-05-17,2021,5,Europe,Office Supplies,Binders,Consumer,5,0.2,247.23,12.74,0.05153096307082474
2022-08-12,2022,8,Asia Pacific,Technology,Phones,Consumer,2,0.3,1302.01,-31.69,-0.02433929078885723
2022-06-16,2022,6,Europe,Furniture,Furnishings,Home Office,4,0.15,1533.19,11.77,0.007676804570862058
2023-06-02,2023,6,North America,Office Supplies,Binders,Home Office,6,0.2,819.3,-29.93,-0.03653118515806176
2023-02-10,2023,2,North America,Technology,Phones,Consumer,2,0.2,513.25,101.45,0.1976619581100828
2024-03-10,2024,3,North America,Office Supplies,Binders,Home Office,1,0.1,65.19,7.84,0.12026384414787544
2023-05-27,2023,5,Latin America,Office Supplies,Binders,Consumer,4,0.0,215.41,44.96,0.20871825820528295
2021-04-03,2021,4,Europe,Furniture,Furnishings,Consumer,2,0.3,607.55,-120.3,-0.19800839437083367
2022-10-07,2022,10,Asia Pacific,Technology,Phones,Consumer,3,0.15,1391.96,237.0,0.17026351331934825
2024-04-28,2024,4,North America,Technology,Phones,Consumer,3,0.1,1150.73,226.03,0.19642314009367967
2023-07-28,2023,7,Asia Pacific,Office Supplies,Binders,Corporate,5,0.1,488.89,-7.71,-0.015770418703593855
2021-08-01,2021,8,North America,Furniture,Furnishings,Corporate,4,0.15,787.37,5.68,0.0072138892769600055
2024-10-08,2024,10,North America,Furniture,Bookcases,Corporate,2,0.1,1233.18,45.17,0.03662887818485541
2022-09-27,2022,9,Europe,Technology,Copiers,Corporate,4,0.0,1847.15,750.61,0.40636115096229325
2021-02-19,2021,2,North America,Technology,Laptops,Consumer,4,0.15,1677.89,178.11,0.10615117796756642
2022-07-13,2022,7,Asia Pacific,Furniture,Bookcases,Corporate,1,0.15,302.12,-12.13,-0.040149609426717865
2021-07-27,2021,7,North America,Furniture,Tables,Consumer,3,0.15,1062.97,-111.65,-0.1050358900063031
2023-12-27,2023,12,Asia Pacific,Office Supplies,Storage,Home Office,1,0.2,123.26,3.2,0.025961382443615122
2023-09-03,2023,9,Asia Pacific,Technology,Copiers,Home Office,1,0.0,575.06,216.85,0.37709108614753245
2023-12-03,2023,12,Europe,Furniture,Chairs,Consumer,8,0.5,3006.22,-895.1,-0.2977493330494774
2022-06-25,2022,6,North America,Office Supplies,Storage,Consumer,1,0.3,35.27,-2.84,-0.08052168982137793
2024-08-10,2024,8,Latin America,Furniture,Bookcases,Corporate,4,0.5,1072.21,-341.08,-0.3181093255985301
2024-12-08,2024,12,Asia Pacific,Office Supplies,Storage,Consumer,4,0.2,432.18,-7.6,-0.017585265398676476
2024-02-03,2024,2,Latin America,Technology,Copiers,Consumer,2,0.1,1142.34,310.21,0.2715566293747921
2021-12-23,2021,12,Europe,Office Supplies,Art,Corporate,3,0.15,234.39,43.57,0.18588676991339223
2021-02-16,2021,2,Europe,Office Supplies,Binders,Corporate,5,0.1,248.56,22.17,0.08919375603476022
2022-03-22,2022,3,North America,Office Supplies,Art,Corporate,4,0.0,213.91,53.98,0.25234911878827543
2021-09-15,2021,9,Latin America,Technology,Phones,Corporate,1,0.1,195.98,13.48,0.0687825288294724
2022-11-29,2022,11,Asia Pacific,Furniture,Bookcases,Consumer,2,0.3,1024.46,-134.32,-0.1311129765925463
2022-06-14,2022,6,North America,Office Supplies,Paper,Home Office,1,0.0,62.74,10.36,0.16512591648071404
2023-10-17,2023,10,Asia Pacific,Technology,Accessories,Consumer,2,0.2,865.14,106.12,0.12266222807869247
2021-01-09,2021,1,Asia Pacific,Furniture,Chairs,Home Office,4,0.15,1330.81,4.14,0.003110887354318047
2024-11-14,2024,11,North America,Technology,Laptops,Corporate,2,0.3,1376.44,6.42,0.0046642062131295224
2023-05-16,2023,5,North America,Technology,Accessories,Corporate,10,0.0,6323.55,1832.28,0.2897549635884906
2024-07-15,2024,7,North America,Technology,Phones,Consumer,3,0.0,2223.73,693.49,0.3118589037338166
2024-09-24,2024,9,Europe,Technology,Accessories,Home Office,2,0.0,1183.54,325.02,0.27461682748365074
2023-02-17,2023,2,Asia Pacific,Technology,Laptops,Corporate,2,0.3,1256.01,-37.12,-0.02955390482559852
2021-02-15,2021,2,Asia Pacific,Office Supplies,Binders,Corporate,4,0.4,236.42,-54.2,-0.22925302427882585
2022-01-11,2022,1,North America,Technology,Phones,Corporate,5,0.0,2985.84,909.82,0.3047115719529513
2023-11-23,2023,11,Asia Pacific,Furniture,Tables,Corporate,3,0.0,1153.64,216.86,0.18797891890017682
2022-08-17,2022,8,North America,Office Supplies,Art,Home Office,7,0.3,337.3,-23.29,-0.0690483249332938
2023-05-13,2023,5,Europe,Office Supplies,Paper,Consumer,1,0.2,90.51,-5.62,-0.06209258645453541
2022-08-06,2022,8,Asia Pacific,Technology,Copiers,Consumer,2,0.2,912.6,143.11,0.15681569143107607
2023-08-21,2023,8,Middle East & Africa,Technology,Phones,Consumer,1,0.3,951.03,-0.63,-0.0006624396706728494
2021-03-26,2021,3,Asia Pacific,Furniture,Bookcases,Home Office,5,0.0,1244.49,151.37,0.12163215453719999
2022-06-30,2022,6,Europe,Office Supplies,Binders,Corporate,4,0.2,267.47,-7.95,-0.02972295958425244
2024-06-07,2024,6,Asia Pacific,Technology,Accessories,Consumer,2,0.1,889.89,105.98,0.11909337109080899
2024-07-02,2024,7,Asia Pacific,Office Supplies,Art,Consumer,3,0.15,202.76,6.77,0.033389228644703096
2021-03-12,2021,3,Asia Pacific,Office Supplies,Paper,Home Office,6,0.1,189.63,13.13,0.06924009914043137
2022-08-10,2022,8,North America,Technology,Copiers,Corporate,4,0.0,1255.69,370.54,0.29508875598276646
2021-06-11,2021,6,Asia Pacific,Office Supplies,Art,Consumer,1,0.15,76.84,6.19,0.08055700156168662
2024-10-11,2024,10,Europe,Furniture,Chairs,Consumer,1,0.0,393.0,47.44,0.12071246819338421
2023-08-24,2023,8,Asia Pacific,Office Supplies,Paper,Consumer,1,0.15,84.12,5.13,0.06098430813124108
2021-06-02,2021,6,Asia Pacific,Office Supplies,Art,Consumer,7,0.2,346.73,19.5,0.05623972543477634
2023-04-09,2023,4,Middle East & Africa,Office Supplies,Binders,Consumer,1,0.1,40.37,2.98,0.07381719098340352
2024-04-04,2024,4,Latin America,Office Supplies,Paper,Corporate,1,0.0,83.36,10.18,0.12212092130518235
2023-12-05,2023,12,North America,Office Supplies,Binders,Corporate,2,0.2,219.95,-14.23,-0.06469652193680382
2023-04-15,2023,4,North America,Furniture,Bookcases,Home Office,3,0.0,956.27,176.6,0.18467587606010855
2023-11-23,2023,11,North America,Technology,Laptops,Corporate,2,0.1,1427.13,329.97,0.23121229320384268
2023-09-08,2023,9,Europe,Technology,Phones,Consumer,6,0.0,4728.0,1202.06,0.25424280879864636
2024-10-26,2024,10,Latin America,Office Supplies,Binders,Corporate,6,0.5,312.11,-61.19,-0.19605267373682353
2022-01-07,2022,1,North America,Technology,Phones,Corporate,1,0.4,322.84,-5.62,-0.017408003964812294
2022-12-28,2022,12,Europe,Technology,Laptops,Corporate,2,0.0,1273.57,444.29,0.34885400880988093
2023-03-25,2023,3,Asia Pacific,Office Supplies,Paper,Consumer,2,0.0,142.59,34.71,0.24342520513359983
2022-09-04,2022,9,North America,Office Supplies,Art,Home Office,4,0.0,302.06,72.08,0.23862808713500627
2022-04-09,2022,4,Asia Pacific,Technology,Laptops,Home Office,3,0.1,971.19,287.6,0.29613154995417995
2022-06-07,2022,6,Europe,Technology,Accessories,Consumer,5,0.0,4668.71,1021.97,0.21889772549590786
2022-10-02,2022,10,Europe,Office Supplies,Paper,Home Office,1,0.0,39.74,10.38,0.26119778560644186
2023-08-28,2023,8,Latin America,Technology,Copiers,Consumer,4,0.3,3591.68,171.4,0.047721400570206705
2024-11-04,2024,11,North America,Office Supplies,Storage,Consumer,2,0.2,167.1,5.44,0.032555356074207065
2021-03-09,2021,3,North America,Office Supplies,Storage,Corporate,5,0.3,227.27,-14.87,-0.06542878514542173
2024-11-05,2024,11,North America,Technology,Accessories,Consumer,4,0.5,2812.78,-259.42,-0.09222904030887591
2022-05-03,2022,5,Europe,Office Supplies,Paper,Corporate,2,0.1,111.41,0.56,0.005026478772103044
2021-05-06,2021,5,Latin America,Office Supplies,Art,Home Office,2,0.1,167.87,18.94,0.11282540060761304
2021-06-04,2021,6,Asia Pacific,Office Supplies,Art,Consumer,5,0.2,293.41,-2.11,-0.007191302273269485
2021-02-24,2021,2,Asia Pacific,Furniture,Bookcases,Consumer,3,0.15,583.49,-34.65,-0.05938405114055082
2024-10-11,2024,10,Europe,Office Supplies,Storage,Corporate,4,0.1,299.6,35.69,0.11912550066755673
2024-10-14,2024,10,Europe,Technology,Laptops,Corporate,3,0.15,1236.63,128.29,0.10374162037149348
2021-12-18,2021,12,Europe,Furniture,Chairs,Corporate,3,0.1,1655.84,136.77,0.0825985602473669
2021-06-06,2021,6,Asia Pacific,Technology,Accessories,Home Office,3,0.2,2662.01,274.93,0.10327910113034887
2022-06-30,2022,6,North America,Furniture,Furnishings,Consumer,3,0.2,959.74,-118.59,-0.12356471544376602
2021-05-29,2021,5,Asia Pacific,Office Supplies,Paper,Consumer,5,0.0,442.74,79.39,0.1793151736911054
2022-12-29,2022,12,North America,Technology,Phones,Corporate,3,0.1,1250.96,228.97,0.18303542879068874
2021-11-13,2021,11,Latin America,Office Supplies,Art,Corporate,6,0.3,941.52,-163.16,-0.17329424759962614
2023-12-28,2023,12,Europe,Technology,Phones,Home Office,2,0.2,1036.59,101.56,0.09797509140547372
2021-09-13,2021,9,North America,Technology,Laptops,Corporate,2,0.0,452.36,119.79,0.26481121230878063
2021-09-07,2021,9,Asia Pacific,Office Supplies,Art,Consumer,3,0.3,166.86,-12.15,-0.07281553398058252
2021-08-22,2021,8,Asia Pacific,Office Supplies,Art,Corporate,3,0.0,107.59,16.11,0.14973510549307556
2023-09-22,2023,9,Europe,Technology,Accessories,Corporate,5,0.0,4543.19,997.58,0.2195769932580412
2021-02-09,2021,2,Europe,Office Supplies,Paper,Consumer,2,0.4,151.08,-34.6,-0.22901773894625363
2023-04-15,2023,4,Latin America,Office Supplies,Binders,Corporate,2,0.0,161.33,17.09,0.10593194074257732
2023-09-10,2023,9,North America,Furniture,Chairs,Corporate,3,0.0,353.38,71.23,0.20156771747127739
2024-01-12,2024,1,Asia Pacific,Technology,Laptops,Consumer,1,0.0,624.4,95.48,0.15291479820627804
2024-07-13,2024,7,North America,Office Supplies,Paper,Home Office,2,0.4,111.03,-18.8,-0.16932360623254977
2024-12-16,2024,12,Asia Pacific,Technology,Laptops,Consumer,2,0.0,2344.3,545.62,0.2327432495840976
2023-02-10,2023,2,Latin America,Office Supplies,Binders,Consumer,3,0.15,110.07,2.3,0.02089579358589988
2023-07-27,2023,7,Europe,Office Supplies,Storage,Consumer,4,0.1,145.32,25.23,0.1736168455821635
2023-05-28,2023,5,North America,Furniture,Tables,Consumer,3,0.1,1755.42,69.77,0.03974547401761402
2021-03-12,2021,3,Asia Pacific,Office Supplies,Art,Consumer,2,0.1,83.8,10.12,0.120763723150358
2022-08-18,2022,8,North America,Technology,Copiers,Corporate,1,0.0,507.97,169.94,0.3345473157863653
2024-05-16,2024,5,North America,Technology,Accessories,Consumer,3,0.5,1536.11,-262.22,-0.17070392094316164
2021-01-15,2021,1,North America,Furniture,Tables,Corporate,2,0.1,419.63,2.84,0.0067678669303910585
2024-09-08,2024,9,North America,Office Supplies,Paper,Consumer,1,0.3,81.02,-12.42,-0.15329548259688966
2024-01-29,2024,1,North America,Technology,Copiers,Consumer,5,0.15,1868.2,427.36,0.22875495129001178
2024-02-21,2024,2,Europe,Office Supplies,Storage,Corporate,1,0.0,64.14,11.63,0.18132210788899283
2024-05-01,2024,5,North America,Technology,Copiers,Consumer,2,0.0,438.91,137.82,0.3140051491194094
2022-09-29,2022,9,Asia Pacific,Furniture,Chairs,Corporate,2,0.0,612.16,69.45,0.11345073183481444
2022-05-20,2022,5,Middle East & Africa,Technology,Accessories,Consumer,3,0.1,801.12,203.16,0.2535949670461354
2023-12-07,2023,12,North America,Office Supplies,Art,Corporate,4,0.0,287.19,75.29,0.2621609387513493
2023-11-17,2023,11,Asia Pacific,Office Supplies,Storage,Home Office,1,0.2,54.02,0.25,0.004627915586819696
2021-07-13,2021,7,Europe,Office Supplies,Storage,Corporate,1,0.0,72.81,8.9,0.12223595659936821
2024-06-10,2024,6,Middle East & Africa,Technology,Copiers,Consumer,1,0.15,328.78,62.43,0.1898838128839954
2021-09-29,2021,9,Asia Pacific,Office Supplies,Binders,Corporate,2,0.1,78.01,10.17,0.1303679015510832
2023-06-06,2023,6,Asia Pacific,Technology,Laptops,Consumer,1,0.3,724.64,-17.72,-0.024453521748730403
2023-05-06,2023,5,North America,Technology,Laptops,Consumer,2,0.2,1604.69,167.79,0.10456225189912069
2022-03-08,2022,3,Middle East & Africa,Office Supplies,Art,Corporate,4,0.3,355.53,-1.71,-0.0048097206986752175
2022-12-22,2022,12,Latin America,Office Supplies,Binders,Home Office,5,0.1,355.11,19.39,0.05460279913266312
2024-11-06,2024,11,Latin America,Office Supplies,Storage,Consumer,2,0.4,215.69,-28.17,-0.13060410774722983
2021-12-30,2021,12,North America,Office Supplies,Art,Consumer,2,0.1,187.17,-4.14,-0.022118929315595448
2022-08-03,2022,8,North America,Furniture,Chairs,Home Office,2,0.0,701.4,90.78,0.12942686056458513
2024-11-14,2024,11,North America,Office Supplies,Art,Consumer,3,0.0,314.21,51.12,0.16269373985551064
2021-02-17,2021,2,North America,Office Supplies,Binders,Consumer,1,0.15,52.72,2.9,0.055007587253414265
2024-03-14,2024,3,Asia Pacific,Office Supplies,Art,Consumer,2,0.1,175.78,22.25,0.12657867789282057
2024-09-12,2024,9,Europe,Office Supplies,Art,Home Office,2,0.2,196.67,-13.18,-0.06701581329130014
2021-06-28,2021,6,Europe,Office Supplies,Art,Consumer,3,0.0,171.15,43.39,0.25352030382705226
2022-12-14,2022,12,Asia Pacific,Office Supplies,Art,Consumer,3,0.4,255.83,-48.01,-0.18766368291443536
2022-10-12,2022,10,Asia Pacific,Office Supplies,Art,Corporate,2,0.0,138.11,37.0,0.2679023966403591
2023-10-01,2023,10,Latin America,Office Supplies,Storage,Corporate,2,0.3,68.08,-12.14,-0.1783196239717979
2024-10-19,2024,10,Europe,Technology,Accessories,Consumer,2,0.15,824.57,74.36,0.09018033641776925
2023-04-02,2023,4,North America,Furniture,Tables,Corporate,3,0.3,1200.3,-197.43,-0.16448387903024245
2023-04-27,2023,4,Europe,Office Supplies,Art,Corporate,1,0.3,62.96,-5.74,-0.0911689961880559
2021-04-18,2021,4,Latin America,Technology,Accessories,Consumer,1,0.0,236.94,48.85,0.2061703384823162
2022-04-13,2022,4,Europe,Technology,Copiers,Home Office,4,0.0,2734.29,693.69,0.2537002293099854
2023-07-02,2023,7,Europe,Technology,Copiers,Consumer,5,0.1,1907.4,318.38,0.16691831812939079
2022-11-14,2022,11,North America,Furniture,Chairs,Consumer,2,0.0,697.03,87.35,0.1253174181886002
2024-07-16,2024,7,North America,Furniture,Tables,Corporate,2,0.0,522.93,32.25,0.06167173426653664
2024-03-24,2024,3,Latin America,Office Supplies,Paper,Consumer,7,0.15,504.25,-7.54,-0.014952900347050074
2024-07-21,2024,7,North America,Office Supplies,Binders,Consumer,5,0.2,259.94,11.19,0.043048395783642376
2024-10-02,2024,10,Latin America,Office Supplies,Paper,Corporate,3,0.0,277.36,52.63,0.18975338909720219
2022-03-29,2022,3,Asia Pacific,Office Supplies,Storage,Home Office,4,0.1,239.53,10.83,0.045213543188744626
2023-02-22,2023,2,Asia Pacific,Furniture,Bookcases,Consumer,1,0.0,170.14,27.21,0.15992711884330554
2024-04-06,2024,4,North America,Furniture,Chairs,Home Office,3,0.15,1132.17,38.5,0.034005493874594804
2024-02-20,2024,2,Europe,Furniture,Tables,Corporate,2,0.1,590.24,26.46,0.0448292220113852
2023-06-17,2023,6,Europe,Office Supplies,Art,Corporate,3,0.0,194.45,40.06,0.20601697094368734
2023-11-30,2023,11,North America,Furniture,Tables,Home Office,1,0.2,355.54,-37.59,-0.10572650053439839
2024-04-15,2024,4,North America,Technology,Laptops,Consumer,1,0.1,858.18,213.04,0.24824628865739123
2024-04-26,2024,4,Europe,Furniture,Furnishings,Corporate,2,0.2,2172.21,-117.61,-0.05414301563845116
2022-05-16,2022,5,Asia Pacific,Technology,Copiers,Consumer,1,0.0,366.49,112.03,0.3056836475756501
2022-05-14,2022,5,Latin America,Office Supplies,Paper,Consumer,5,0.1,496.09,-5.75,-0.011590638795379872
2022-01-30,2022,1,North America,Office Supplies,Art,Consumer,4,0.0,211.33,24.6,0.11640562153977192
2021-11-18,2021,11,Asia Pacific,Office Supplies,Storage,Corporate,3,0.0,275.94,62.68,0.2271508298905559
2021-12-05,2021,12,Asia Pacific,Furniture,Furnishings,Corporate,3,0.15,1068.12,81.03,0.07586226266711606
2023-10-27,2023,10,Europe,Office Supplies,Storage,Corporate,5,0.15,512.29,42.3,0.08257041909855746
2024-04-17,2024,4,North America,Technology,Copiers,Consumer,5,0.15,867.84,88.34,0.10179295722713864
2023-04-09,2023,4,North America,Office Supplies,Storage,Home Office,2,0.15,102.6,6.69,0.06520467836257311
2021-12-26,2021,12,North America,Office Supplies,Storage,Corporate,2,0.15,148.48,6.81,0.04586476293103448
2022-11-18,2022,11,North America,Furniture,Chairs,Consumer,4,0.1,1282.81,22.95,0.017890412453909776
2022-09-23,2022,9,North America,Office Supplies,Binders,Consumer,1,0.0,69.31,6.46,0.093204443803203
2021-01-07,2021,1,Europe,Office Supplies,Storage,Consumer,3,0.1,119.77,11.43,0.09543291308340987
2022-01-14,2022,1,Asia Pacific,Office Supplies,Art,Consumer,3,0.2,156.99,-10.7,-0.06815720746544365
2022-06-19,2022,6,North America,Technology,Phones,Corporate,2,0.1,1233.11,239.25,0.19402162013121296
2022-04-25,2022,4,Asia Pacific,Technology,Laptops,Consumer,5,0.2,2600.48,351.36,0.1351135175044607
2022-08-31,2022,8,Europe,Office Supplies,Storage,Corporate,2,0.5,171.66,-54.28,-0.3162064546195969
2024-07-27,2024,7,Europe,Furniture,Tables,Corporate,1,0.2,401.76,-22.88,-0.05694942254082039
2023-09-15,2023,9,Asia Pacific,Technology,Laptops,Home Office,3,0.5,2059.34,-433.21,-0.2103635145240708
2024-01-17,2024,1,Europe,Technology,Accessories,Home Office,5,0.4,4415.81,-224.77,-0.05090119366548832
2022-06-14,2022,6,Asia Pacific,Office Supplies,Paper,Consumer,3,0.5,224.77,-87.53,-0.3894202963028874
2021-02-25,2021,2,North America,Office Supplies,Storage,Consumer,1,0.15,54.87,1.73,0.03152906870785493
2023-06-25,2023,6,Europe,Technology,Accessories,Consumer,6,0.0,2752.09,683.1,0.24821135936688116
2022-02-13,2022,2,North America,Technology,Copiers,Consumer,4,0.15,1696.37,63.13,0.03721475857271704
2021-07-12,2021,7,North America,Office Supplies,Art,Corporate,2,0.15,111.45,1.23,0.011036339165545087
2022-07-26,2022,7,North America,Furniture,Bookcases,Corporate,1,0.1,406.77,-9.31,-0.022887626914472554
2023-10-10,2023,10,Europe,Office Supplies,Binders,Corporate,1,0.1,66.88,4.19,0.06264952153110048
2022-02-21,2022,2,North America,Furniture,Tables,Consumer,1,0.15,242.56,2.14,0.008822559366754619
2023-06-10,2023,6,North America,Furniture,Furnishings,Consumer,6,0.1,1979.62,58.78,0.029692567260383308
2021-03-04,2021,3,North America,Office Supplies,Storage,Corporate,3,0.0,132.64,19.49,0.14693908323281063
2023-07-08,2023,7,Middle East & Africa,Office Supplies,Paper,Consumer,4,0.15,281.86,22.72,0.08060739374157383
2022-02-03,2022,2,Asia Pacific,Furniture,Bookcases,Consumer,1,0.3,254.8,-42.33,-0.1661302982731554
2022-02-14,2022,2,North America,Furniture,Furnishings,Corporate,7,0.0,1197.34,110.47,0.09226284931598377
2023-07-02,2023,7,North America,Technology,Laptops,Consumer,5,0.2,3004.93,437.54,0.14560738519699296
2024-08-22,2024,8,Middle East & Africa,Office Supplies,Storage,Home Office,4,0.0,232.28,43.08,0.18546581711727225
2021-08-09,2021,8,Europe,Office Supplies,Paper,Corporate,2,0.1,161.26,19.06,0.11819422051345653
2024-06-17,2024,6,Latin America,Technology,Copiers,Home Office,5,0.3,1949.04,216.67,0.11116754915240323
2024-08-20,2024,8,Europe,Technology,Laptops,Home Office,3,0.0,1368.45,321.66,0.23505425846760936
2022-12-13,2022,12,Asia Pacific,Technology,Accessories,Consumer,4,0.2,2404.98,419.35,0.17436735440627366
2022-11-02,2022,11,Europe,Technology,Copiers,Home Office,2,0.1,1738.65,284.53,0.1636499583009806
2024-08-24,2024,8,North America,Technology,Copiers,Consumer,4,0.0,1968.61,606.97,0.308324147494933
2021-11-12,2021,11,Europe,Office Supplies,Paper,Corporate,2,0.5,91.86,-21.65,-0.23568473764424122
2023-05-10,2023,5,Middle East & Africa,Office Supplies,Binders,Home Office,4,0.0,191.55,39.55,0.2064735056121117
2024-07-16,2024,7,Europe,Office Supplies,Art,Home Office,3,0.2,301.91,-4.7,-0.01556755324434434
2022-10-03,2022,10,Middle East & Africa,Furniture,Chairs,Corporate,1,0.0,270.98,42.82,0.15801904199571923
2022-10-10,2022,10,Asia Pacific,Office Supplies,Paper,Home Office,2,0.15,180.89,-10.16,-0.056166731162585
2021-06-10,2021,6,Asia Pacific,Office Supplies,Storage,Consumer,2,0.1,160.45,24.9,0.15518853225303833
2021-05-20,2021,5,North America,Furniture,Chairs,Corporate,4,0.15,1127.17,-6.08,-0.0053940399407365345
2022-02-27,2022,2,Asia Pacific,Office Supplies,Paper,Consumer,1,0.2,27.1,1.74,0.06420664206642065
2023-09-22,2023,9,Asia Pacific,Furniture,Bookcases,Consumer,1,0.0,244.96,29.16,0.1190398432397126
2022-09-22,2022,9,Latin America,Furniture,Furnishings,Consumer,2,0.2,483.69,-39.32,-0.08129173644276293
2021-03-21,2021,3,North America,Furniture,Furnishings,Home Office,3,0.4,761.05,-205.18,-0.26960120885618555
2023-09-10,2023,9,North America,Furniture,Chairs,Consumer,4,0.1,1298.31,-81.69,-0.06292025787369734
2022-12-03,2022,12,North America,Furniture,Bookcases,Consumer,6,0.1,2362.9,293.61,0.12425832663252782
2022-01-05,2022,1,Latin America,Technology,Phones,Consumer,3,0.0,1716.03,486.62,0.28357313100586823
2023-11-09,2023,11,Asia Pacific,Office Supplies,Paper,Corporate,1,0.15,98.12,0.62,0.006318793314309009
2023-01-14,2023,1,Asia Pacific,Office Supplies,Paper,Consumer,1,0.3,42.85,-2.54,-0.05927654609101517
2022-09-06,2022,9,Asia Pacific,Furniture,Tables,Consumer,1,0.2,231.57,-11.89,-0.05134516560867125
2023-10-08,2023,10,Europe,Furniture,Tables,Consumer,3,0.4,962.71,-224.27,-0.23295696523355944
2021-05-01,2021,5,North America,Technology,Accessories,Consumer,6,0.1,2711.69,747.33,0.27559566174599603
2022-01-07,2022,1,North America,Office Supplies,Storage,Consumer,5,0.1,511.14,50.5,0.09879876354814728
2024-08-09,2024,8,North America,Office Supplies,Binders,Home Office,1,0.15,43.88,-1.44,-0.03281677301731996
2022-11-25,2022,11,Europe,Office Supplies,Storage,Corporate,2,0.5,228.54,-43.06,-0.188413406843441
2022-11-04,2022,11,Asia Pacific,Office Supplies,Storage,Consumer,4,0.1,312.66,13.39,0.042826073050598094
2024-12-31,2024,12,North America,Office Supplies,Art,Corporate,4,0.15,428.53,22.62,0.05278510255991413
2024-12-04,2024,12,North America,Technology,Copiers,Home Office,7,0.1,4586.78,526.05,0.11468829985305595
2023-06-12,2023,6,Europe,Office Supplies,Art,Consumer,3,0.5,289.44,-97.23,-0.335924543946932
2021-05-08,2021,5,North America,Office Supplies,Paper,Consumer,2,0.2,160.2,12.14,0.07578027465667916
2022-12-16,2022,12,Asia Pacific,Technology,Laptops,Consumer,1,0.15,339.2,60.64,0.1787735849056604
2024-05-05,2024,5,Asia Pacific,Office Supplies,Storage,Consumer,2,0.1,202.14,23.81,0.1177896507371129
2023-03-09,2023,3,North America,Technology,Copiers,Consumer,4,0.1,2673.67,468.04,0.17505526112048234
2021-09-11,2021,9,Middle East & Africa,Office Supplies,Binders,Corporate,1,0.1,33.59,2.1,0.06251860672819291
2024-05-30,2024,5,Asia Pacific,Technology,Accessories,Consumer,2,0.1,1000.53,131.28,0.1312104584570178
2024-02-05,2024,2,Europe,Technology,Accessories,Corporate,3,0.2,1307.87,312.5,0.23893812076123777
2022-07-28,2022,7,North America,Office Supplies,Binders,Consumer,5,0.0,334.25,52.4,0.1567688855646971
2024-06-05,2024,6,Asia Pacific,Office Supplies,Storage,Home Office,7,0.0,864.72,131.73,0.15233832917013598
2024-10-07,2024,10,Asia Pacific,Furniture,Bookcases,Corporate,2,0.0,574.61,50.58,0.08802492125093542
2024-08-23,2024,8,North America,Office Supplies,Storage,Corporate,6,0.1,573.76,132.25,0.23049707194645846
2022-04-24,2022,4,North America,Furniture,Chairs,Consumer,2,0.15,495.29,12.05,0.02432918088392659
2023-09-15,2023,9,North America,Office Supplies,Paper,Consumer,3,0.2,110.75,7.9,0.07133182844243792
2021-01-23,2021,1,North America,Office Supplies,Storage,Consumer,2,0.2,84.8,10.53,0.12417452830188679
2022-10-07,2022,10,Europe,Furniture,Tables,Home Office,3,0.1,1537.27,74.64,0.04855360476689196
2022-02-09,2022,2,Asia Pacific,Technology,Accessories,Consumer,2,0.0,801.79,219.21,0.2734007657865526
2022-07-23,2022,7,Asia Pacific,Technology,Laptops,Consumer,4,0.1,1297.04,315.89,0.24354684512428298
2021-10-31,2021,10,Asia Pacific,Technology,Phones,Consumer,1,0.0,334.53,80.04,0.23926105282037488
2022-07-05,2022,7,Asia Pacific,Furniture,Tables,Consumer,2,0.3,564.78,-58.0,-0.10269485463366267
2021-10-23,2021,10,Latin America,Technology,Laptops,Corporate,4,0.1,2369.46,550.4,0.23228921357608906
2023-01-16,2023,1,Middle East & Africa,Technology,Phones,Corporate,4,0.2,4088.21,184.86,0.04521783372184893
2024-04-07,2024,4,Middle East & Africa,Technology,Copiers,Corporate,3,0.1,2852.93,396.24,0.13888879152310082
2022-05-31,2022,5,Europe,Furniture,Bookcases,Consumer,2,0.2,940.04,-93.5,-0.09946385260201694
2021-01-25,2021,1,North America,Technology,Accessories,Home Office,3,0.0,1286.16,269.02,0.20916526715183179
2021-09-19,2021,9,North America,Technology,Phones,Consumer,4,0.2,2331.48,211.3,0.09062912827903306
2022-12-21,2022,12,North America,Office Supplies,Storage,Home Office,1,0.0,60.69,10.71,0.17647058823529413
